size,p_nu,p_alpha,p_beta,p_mu,p_lambda,q_95,q_99,p_tex
10000,0.15,-0.5,0,0.7,0.1,0.943803979461217,2.11237806468166,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.15,-0.5,0,0.7,0.6,1.07105669333464,2.02225015984166,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.15,-0.5,0,0.7,1.1,1.03557452516225,1.87420971213763,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.15,-0.5,0,0.7,4,0.874544363408664,1.46971789506051,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.15,-0.5,0,1.8,0.1,0.92137742404751,2.19831249624671,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.15,-0.5,0,1.8,0.6,1.16178875701372,2.20095657135994,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.15,-0.5,0,1.8,1.1,1.1494505902717,2.07190783979485,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.15,-0.5,0,1.8,4,1.00923924076071,1.67946025059101,"n_ 2 _nu_ 1 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.15,0.05,0,0.7,0.1,5.22171218228851,9.75842709418805,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.15,0.05,0,0.7,0.6,2.44319263982324,4.23012644054821,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.15,0.05,0,0.7,1.1,1.9519732188573,3.28905638184907,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.15,0.05,0,0.7,4,1.26099289852341,2.01199885397939,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.15,0.05,0,1.8,0.1,5.86822089821028,10.5190020195449,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.15,0.05,0,1.8,0.6,2.85724937603998,4.73294675449364,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.15,0.05,0,1.8,1.1,2.31252094460583,3.7337201729865,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.15,0.05,0,1.8,4,1.53029538298811,2.35620826610769,"n_ 2 _nu_ 1 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.15,0.2,0,0.7,0.1,8.33933154023222,15.3756877725247,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.15,0.2,0,0.7,0.6,3.01836378513454,5.17210578411132,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.15,0.2,0,0.7,1.1,2.29273916521901,3.82510458404469,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.15,0.2,0,0.7,4,1.38305261075517,2.18620458468202,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.15,0.2,0,1.8,0.1,9.38328590720754,16.5790255236421,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.15,0.2,0,1.8,0.6,3.55092680618691,5.80109381628249,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.15,0.2,0,1.8,1.1,2.73559230403821,4.3561032941973,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.15,0.2,0,1.8,4,1.69233056027713,2.57130117456046,"n_ 2 _nu_ 1 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.15,0.7,0,0.7,0.1,21.8185638364568,39.8034662320974,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.15,0.7,0,0.7,0.6,5.44415648932614,9.17781178543514,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.15,0.7,0,0.7,1.1,3.67747405286515,6.02462979431499,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.15,0.7,0,0.7,4,1.83956346659194,2.84536947265742,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.15,0.7,0,1.8,0.1,24.5487523998164,42.9155601204796,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.15,0.7,0,1.8,0.6,6.45096110649996,10.3256636429897,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.15,0.7,0,1.8,1.1,4.43686161152239,6.89659313524338,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.15,0.7,0,1.8,4,2.29179666212754,3.3795470223427,"n_ 2 _nu_ 1 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.15,2,0,0.7,0.1,60.0676218716861,109.366225896393,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.15,2,0,0.7,0.6,13.1453448092027,21.9957314892288,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.15,2,0,0.7,1.1,8.17201648625605,13.2403597168247,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.15,2,0,0.7,4,3.29495723850127,4.98451451493322,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.15,2,0,1.8,0.1,67.577284206522,117.912563358997,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.15,2,0,1.8,0.6,15.6111243608036,24.7715774738835,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.15,2,0,1.8,1.1,9.91095935380869,15.1952023731654,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.15,2,0,1.8,4,4.17287291790315,5.97644749423956,"n_ 2 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.15,5,0,0.7,0.1,149.475096925206,272.074996534848,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.15,5,0,0.7,0.6,32.0023824917907,53.4723219860794,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.15,5,0,0.7,1.1,19.5067094492629,31.5228630581199,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.15,5,0,0.7,4,7.22103702908312,10.826175210491,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.15,5,0,1.8,0.1,168.159987939704,293.359909214204,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.15,5,0,1.8,0.6,38.0182282637682,60.2301265708409,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.15,5,0,1.8,1.1,23.681478523171,36.1956622308971,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.15,5,0,1.8,4,9.19853241205649,13.026310212831,"n_ 2 _nu_ 1 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.5,-0.5,0,0.7,0.1,0.783666167679213,2.1012579668231,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.5,-0.5,0,0.7,0.6,1.11701587650738,2.16418931647355,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.5,-0.5,0,0.7,1.1,1.09633505367054,2.0104310155979,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.5,-0.5,0,0.7,4,0.923467588859024,1.55749731954174,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.5,-0.5,0,1.8,0.1,0.698277923990022,2.12140785401254,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.5,-0.5,0,1.8,0.6,1.17173259791692,2.29352948508283,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.5,-0.5,0,1.8,1.1,1.18135753651892,2.16724264411084,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.5,-0.5,0,1.8,4,1.04252522234623,1.74407874184382,"n_ 2 _nu_ 2 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.5,0.05,0,0.7,0.1,6.92609975520471,12.14296920059,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.5,0.05,0,0.7,0.6,2.89524278665834,4.88543076389752,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.5,0.05,0,0.7,1.1,2.24115706318763,3.71194822980027,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.5,0.05,0,0.7,4,1.37214003009575,2.17612693713937,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.5,0.05,0,1.8,0.1,7.36580319869837,12.6320341010609,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.5,0.05,0,1.8,0.6,3.23713722181951,5.28645455956098,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.5,0.05,0,1.8,1.1,2.55248592669147,4.08533924789428,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.5,0.05,0,1.8,4,1.62068397478325,2.48891289642343,"n_ 2 _nu_ 2 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.5,0.2,0,0.7,0.1,11.525056759085,19.6271119085724,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.5,0.2,0,0.7,0.6,3.65100850246024,6.05410459399342,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.5,0.2,0,0.7,1.1,2.67122954570932,4.35974255357365,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.5,0.2,0,0.7,4,1.51448102471791,2.37536442654603,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.5,0.2,0,1.8,0.1,12.2410649015484,20.4057492006006,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.5,0.2,0,1.8,0.6,4.09397430931279,6.55830916035392,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.5,0.2,0,1.8,1.1,3.05611618966914,4.80757909237044,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.5,0.2,0,1.8,4,1.80117142346843,2.72629476759488,"n_ 2 _nu_ 2 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.5,0.7,0,0.7,0.1,31.0642258966579,51.7860387434352,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.5,0.7,0,0.7,0.6,6.82217753912272,10.9994413038613,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.5,0.7,0,0.7,1.1,4.41619705111742,7.01115263807918,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.5,0.7,0,0.7,4,2.04786296981418,3.12940767318953,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.5,0.7,0,1.8,0.1,32.9431372267987,53.8060819366196,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.5,0.7,0,1.8,0.6,7.66536725088246,11.9249647106081,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.5,0.7,0,1.8,1.1,5.08108060493754,7.75095872766875,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.5,0.7,0,1.8,4,2.46997368799099,3.61868310186304,"n_ 2 _nu_ 2 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.5,2,0,0.7,0.1,85.9596883479071,142.764957470301,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.5,2,0,0.7,0.6,16.7559825276412,26.6684208680117,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.5,2,0,0.7,1.1,10.019675707631,15.6339639036425,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.5,2,0,0.7,4,3.74417096209392,5.56832805342283,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.5,2,0,1.8,0.1,91.1299012284538,148.314837901008,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.5,2,0,1.8,0.6,18.824090668655,28.910590780469,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.5,2,0,1.8,1.1,11.5454089467958,17.2965977270664,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.5,2,0,1.8,4,4.5666377742546,6.48009705398595,"n_ 2 _nu_ 2 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,0.5,5,0,0.7,0.1,214.049861549168,355.32671320336,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,0.5,5,0,0.7,0.6,40.9262470156172,64.9770292440246,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,0.5,5,0,0.7,1.1,24.0396213798264,37.355777820215,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,0.5,5,0,0.7,4,8.28635113884149,12.185749412293,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,0.5,5,0,1.8,0.1,226.914575152585,369.1333569635,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,0.5,5,0,1.8,0.6,45.9728070616086,70.4371354380595,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,0.5,5,0,1.8,1.1,27.7034024541203,41.3315756542348,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,0.5,5,0,1.8,4,10.1401766639506,14.2098139969306,"n_ 2 _nu_ 2 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,1.4,-0.5,0,0.7,0.1,-0.396840873597064,1.50188879334852,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,1.4,-0.5,0,0.7,0.6,1.10633949186071,2.39640860505143,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,1.4,-0.5,0,0.7,1.1,1.19165522944237,2.29346828705258,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,1.4,-0.5,0,0.7,4,1.04229078904037,1.77419338952239,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,1.4,-0.5,0,1.8,0.1,-0.584404139890193,1.4401650758796,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,1.4,-0.5,0,1.8,0.6,1.09579626466253,2.43849432029676,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,1.4,-0.5,0,1.8,1.1,1.21763713881296,2.36917589383239,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,1.4,-0.5,0,1.8,4,1.12291492545232,1.90598484937852,"n_ 2 _nu_ 3 _alpha_ 1 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,1.4,0.05,0,0.7,0.1,11.0179760560105,17.4732041614283,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,1.4,0.05,0,0.7,0.6,4.07037662227971,6.48757412999864,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,1.4,0.05,0,0.7,1.1,3.00760273677568,4.77316550276874,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,1.4,0.05,0,0.7,4,1.67288374653671,2.60440407348321,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,1.4,0.05,0,1.8,0.1,11.1581506779643,17.6225330938147,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,1.4,0.05,0,1.8,0.6,4.25615665809728,6.69677453317579,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,1.4,0.05,0,1.8,1.1,3.20184704042974,4.99736509751904,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,1.4,0.05,0,1.8,4,1.86549955000559,2.84008991287812,"n_ 2 _nu_ 3 _alpha_ 2 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,1.4,0.2,0,0.7,0.1,19.4588970382254,29.442149414423,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,1.4,0.2,0,0.7,0.6,5.33351876639263,8.24849079738143,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,1.4,0.2,0,0.7,1.1,3.69278492426859,5.71921216052582,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,1.4,0.2,0,0.7,4,1.87399593057155,2.87238850679111,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,1.4,0.2,0,1.8,0.1,19.6960418119137,29.6868244030568,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,1.4,0.2,0,1.8,0.6,5.58009089996835,8.51621048229481,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,1.4,0.2,0,1.8,1.1,3.93758991164901,5.99185623729487,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,1.4,0.2,0,1.8,4,2.09866396960583,3.13885778327885,"n_ 2 _nu_ 3 _alpha_ 3 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,1.4,0.7,0,0.7,0.1,54.3540994024033,79.8537596271532,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,1.4,0.7,0,0.7,0.6,10.550532314932,15.612215745435,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,1.4,0.7,0,0.7,1.1,6.44669828799315,9.56147219150668,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,1.4,0.7,0,0.7,4,2.62724086482479,3.88534142755751,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,1.4,0.7,0,1.8,0.1,54.9884904596588,80.4984527579381,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,1.4,0.7,0,1.8,0.6,11.0310997773011,16.1137979701001,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,1.4,0.7,0,1.8,1.1,6.87920667659824,10.0206497485046,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,1.4,0.7,0,1.8,4,2.96422531979666,4.26215216854733,"n_ 2 _nu_ 3 _alpha_ 4 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,1.4,2,0,0.7,0.1,151.234058843208,221.141969416305,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,1.4,2,0,0.7,0.6,26.5289405965049,38.543654403849,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,1.4,2,0,0.7,1.1,15.1030175464219,21.8484126178394,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,1.4,2,0,0.7,4,5.00089698696228,7.13176423101367,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,1.4,2,0,1.8,0.1,152.984888023087,222.917239159059,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,1.4,2,0,1.8,0.6,27.7163444548493,39.7674416870763,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,1.4,2,0,1.8,1.1,16.1038986757378,22.8892546798506,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,1.4,2,0,1.8,4,5.66419601555809,7.8411239923182,"n_ 2 _nu_ 3 _alpha_ 5 _beta_ 1 _mu_ 2 _lambda_ 4.csv"
10000,1.4,5,0,0.7,0.1,376.852405591865,550.70545905066,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 1.csv"
10000,1.4,5,0,0.7,0.6,65.0693271386011,94.2255287859547,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 2.csv"
10000,1.4,5,0,0.7,1.1,36.4974719941842,52.5028634265152,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 3.csv"
10000,1.4,5,0,0.7,4,11.2603912360459,15.8257362309454,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 1 _lambda_ 4.csv"
10000,1.4,5,0,1.8,0.1,381.210515326085,555.123231472017,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 1.csv"
10000,1.4,5,0,1.8,0.6,67.9704821239024,97.2092890692191,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 2.csv"
10000,1.4,5,0,1.8,1.1,38.9050616449748,54.9962743734915,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 3.csv"
10000,1.4,5,0,1.8,4,12.7589609647949,17.405416926499,"n_ 2 _nu_ 3 _alpha_ 6 _beta_ 1 _mu_ 2 _lambda_ 4.csv"